web-scraper-order,web-scraper-start-url,title,title-href,nama,harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1686145043-598,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/171,,https://www.rumah.com/listing-properti/dijual-wedomartani-sleman-oleh-januari-michael-s-hindarto-21172919,"Wedomartani, Sleman","Rp 1,25 M","Wedomartani, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",135 m²,125 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145047-599,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/171,,https://www.rumah.com/listing-properti/dijual-pandeyan-umbulharjo-kota-yogyakarta-oleh-priyo-kurniawan-21678142,Pandeyan Umbulharjo Kota Yogyakarta,"Rp 2,15 M","Golo Indah Pandeyan Umbulharjo, Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",200 m²,200 m²,6 tidur,4 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145050-600,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/171,,https://www.rumah.com/listing-properti/dijual-palagan-ngaglik-oleh-satria-wahyu-anggara-21686143,"Palagan, Ngaglik",Rp 380 jt,"Jl.Palagan, Donoharjo, Ngaglik, Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,74 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145057-601,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-maguwoharjo-ngemplak-oleh-satria-wahyu-anggara-21686147,"Maguwoharjo, Ngemplak",Rp 435 jt,"Malangrejo, Wedomartani, Ngemplak, Sleman, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,76 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145060-602,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-jalan-sukun-raya-banguntapan-bantul-oleh-januari-michael-s-hindarto-21686178,"Jalan Sukun Raya, Banguntapan, Bantul","Rp 2,1 M","Jalan Sukun Raya, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",178 m²,111 m²,5 tidur,3 mandi,4400 Watt,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1686145063-603,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-modern-minimalis-siap-huni-kawasan-isi-oleh-priscillia-prasetyo-21419658,Dijual Rumah Modern Minimalis Siap Huni Kawasan ISI,Rp 575 jt,"Bantul KM 7, Sewon, Bantul, DI Yogyakarta Jelajahi di Peta",72 m²,131 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145067-604,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-desain-modern-tropis-rumah-dijual-di-jogja-7-menit-kampus-upn-oleh-kms-taufik-20947920,"Desain Modern Tropis, Rumah Dijual Di Jogja, 7 Menit Kampus UPN","Rp 1,975 M","Jl. Taman Cemara, Krodan, Maguwoharjo, Kec. Depok, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",160 m²,120 m²,5 tidur,4 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145070-605,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-scandinavian-cantik-siapa-bangun-di-sidomoyo-godean-sleman-oleh-yosep-sulisprihandoko-21381276,"RUMAH SCANDINAVIAN CANTIK, Siapa Bangun di Sidomoyo Godean Sleman",Rp 650 jt,"Jl.Sidomoyo, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,100 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145073-606,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-ndalem-argosari-sedayu-bantul-oleh-yosep-sulisprihandoko-21091683,NDALEM ARGOSARI Sedayu Bantul,Rp 399 jt,"Jl.Wates km 14, Sedayu, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,84 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145076-607,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dijual-murah-di-mlati-sleman-oleh-yosep-sulisprihandoko-21095501,Rumah 2 Lantai Dijual Murah di Mlati Sleman,"Rp 1,8 M","Jl.Magelang, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",130 m²,129 m²,3 tidur,3 mandi,2200 Watt,,1,SHM - Sertifikat Hak Milik
1686145080-608,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-elegan-siap-huni-dengan-3-kamar-di-purwomartani-oleh-yosep-sulisprihandoko-21252986,Rumah Elegan SIAP HUNI dengan 3 Kamar di Purwomartani,Rp 722 jt,"Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",82 m²,108 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145083-609,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-motif-bata-ekspos-dekat-pasar-sidorejo-oleh-yosep-sulisprihandoko-21359076,RUMAH Cantik Motif BATA EKSPOS dekat PASAR Sidorejo,Rp 699 jt,"Jl.Selomartani, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,119 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145086-610,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-pesona-purwo-indah-purwomartani-kalasan-sleman-oleh-yosep-sulisprihandoko-19076486,PESONA PURWO INDAH Purwomartani Kalasan Sleman,Rp 770 jt,"Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,104 m²,3 tidur,2 mandi,1300 Watt,Lengkap,1,SHM - Sertifikat Hak Milik
1686145089-611,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-strategis-siap-bangun-dekat-perum-pertamina-oleh-yosep-sulisprihandoko-17863697,Rumah Strategis Siap Bangun dekat Perum Pertamina,Rp 550 jt,"Jl.raya purwomartani, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",45 m²,103 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145092-612,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-kontemporer-dekat-sleman-city-hall-oleh-yosep-sulisprihandoko-21587760,RUMAH MEWAH KONTEMPORER Dekat SLEMAN CITY HALL,"Rp 2,1 M","Jl.Gito Gati, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,100 m²,3 tidur,3 mandi,2200 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686145095-613,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-strategis-cuma-1-miliaran-di-kalasan-sleman-oleh-yosep-sulisprihandoko-21587751,RUMAH 2 LANTAI STRATEGIS Cuma 1 Miliaran di Kalasan Sleman,"Rp 1,3 M","Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",115 m²,100 m²,3 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686145099-614,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-perumahan-villa-natura-kalasan-tirtomartani-kalasan-sleman-oleh-yosep-sulisprihandoko-21359040,PERUMAHAN Villa NATURA Kalasan Tirtomartani Kalasan Sleman,Rp 700 jt,"Jl.Cangkringan, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",45 m²,94 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145102-615,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-minimalis-posisi-hook-di-kalasan-oleh-yosep-sulisprihandoko-21262655,RUMAH 2 LANTAI Minimalis POSISI HOOK di Kalasan,"Rp 1,4 M","Jl.Purwomartani, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",120 m²,123 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145106-616,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-sewon-bantul-yogyakarta-oleh-feri-fernandri-21686297,RUMAH MURAH DI SEWON BANTUL YOGYAKARTA,Rp 499 jt,"Sewon, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,84 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145108-617,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-hunian-royal-lotus-townhouse-strategis-ring-1-jogja-dapatkan-sekarang-oleh-kms-taufik-21665814,"Hunian Royal Lotus Townhouse, Strategis Ring 1 Jogja, Dapatkan Sekarang",Rp 650 jt,"Jl. Ring Road Utara, Ngringin, Mancasan Kidul, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,63 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145111-618,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-royal-orchid-townhouse-rumah-dijual-jogja-3-menit-kampus-upn-jogja-oleh-kms-taufik-21665809,"Royal Orchid Townhouse, Rumah Dijual Jogja, 3 Menit Kampus UPN Jogja",Rp 650 jt,"Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,63 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686145114-619,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-palagan-klasik-eropa-oleh-tri-indarto-19658545,Rumah Mewah Palagan Klasik Eropa,"Rp 4,5 M","Jalan Palagan, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",350 m²,420 m²,5 tidur,4 mandi,2200 Watt,Sebagian,,SHM - Sertifikat Hak Milik
1686145118-620,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/170,,https://www.rumah.com/listing-properti/dijual-perumahan-di-kodya-dekat-xt-square-oleh-tri-indarto-19658411,Perumahan Di Kodya Dekat Xt Square,"Rp 1,25 M","Selatan XT Square, Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",84 m²,84 m²,3 tidur,2 mandi,2200 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686145127-621,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-one-gate-system-rumah-dijual-7-menit-hartono-mall-oleh-kms-taufik-21634076,"One Gate System, Rumah Dijual, 7 Menit Hartono Mall","Rp 1,975 M","Jenengan, Maguwoharjo, Depok, Sleman Regency, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",160 m²,120 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686145131-622,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-kost-nologaten-20-kamar-fokus-hasil-oleh-tri-indarto-21122012,Kost Nologaten 20 Kamar Fokus Hasil,"Rp 2,5 M","Jalan Nologaten, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",300 m²,225 m²,10 tidur,10 mandi,1300 Watt,Sebagian,,SHM - Sertifikat Hak Milik
1686145135-623,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-baru-timoho-oleh-tri-indarto-17412906,Rumah Baru Timoho,"Rp 2,8 M","Jalan Baciro, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",200 m²,189 m²,5 tidur,3 mandi,2200 Watt,Sebagian,1,SHGB - Hak Guna Bangunan
1686145139-624,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-kaliurang-luas-650-oleh-tri-indarto-17391957,Rumah kaliurang luas 650,"Rp 3,25 M","Jalan Palagan km 9, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",350 m²,630 m²,5 tidur,4 mandi,2200 Watt,Sebagian,6,SHM - Sertifikat Hak Milik
1686145142-625,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-villa-luas-dan-asri-dengan-kolam-renang-dan-pendopo-oleh-tri-indarto-21143576,Rumah Villa Luas dan Asri Dengan Kolam Renang dan Pendopo,Rp 9 M,"Dekat Stadion Maguwo, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",700 m²,"1,700 m²",10 tidur,10 mandi,2200 Watt,Lengkap,10,SHM - Sertifikat Hak Milik
1686145145-626,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-gudang-luas-1400-jogja-oleh-tri-indarto-21138703,Rumah Mewah Gudang Luas 1400 Jogja,"Rp 14,5 M","Trihanggo, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",1670 m²,"1,420 m²",8 tidur,8 mandi,3500 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686145149-627,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-jec-oleh-tri-indarto-20036315,Rumah Dijual Dekat JEC,"Rp 1,9 M","Jalan Gedong Kuning, Kotagede, Yogyakarta, DI Yogyakarta Jelajahi di Peta",160 m²,130 m²,5 tidur,4 mandi,2200 Watt,Lengkap,2,SHM - Sertifikat Hak Milik
1686145152-628,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-timoho-dekat-balaikota-oleh-tri-indarto-21007802,Rumah Dijual Timoho dekat Balaikota,"Rp 2,2 M","Jalan Timoho, Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",228 m²,254 m²,6 tidur,5 mandi,2200 Watt,Lengkap,1,SHM - Sertifikat Hak Milik
1686145155-629,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/169,,https://www.rumah.com/listing-properti/dijual-rumah-villa-kolam-renang-kaliurang-luas-3000-m-oleh-tri-indarto-21126773,Rumah Villa Kolam Renang Kaliurang Luas 3000 m²,"Rp 7,5 M","Dekat Jalan Kaliurang km 18, Pakem, Sleman, DI Yogyakarta Jelajahi di Peta",500 m²,"2,800 m²",7 tidur,7 mandi,2200 Watt,Lengkap,2,SHM - Sertifikat Hak Milik
